CODIGO,C,6;DESCRICAO,C,55;GRUPO,C,12;CADASTRO,D;CUSTO,N,14,4;VENDA_ATU,N,14,4;VENDA_ANT,N,14,4;MARGEM,N,14,4;ESTOQUE,N,14,4;MINIMO,N,14,4;INVENTARIO,D;CODIGOFOR,C,5;PORCENTAGE,N,14,4;CLASSE,C,1;ETIQUETA,C,1;ATIVO,C,1;BARRA,C,13;HORA,C,5;ALTERADO,C,1;VALIDADE,D;VENDA_PRO,N,14,4;EMPRESTIMO,N,14,4;DESCONTO,N,14,4;QTDE_PONTO,N,5,0;PODE_PRECO,C,1;PODE_DESC,C,1;ATUALIZAR,C,1;UNIDADES,N,14,4;LOCAL,C,10;DESC_PRAZO,C,1;QTD_VALIDA,N,14,4;COD_AUX1,C,9;MIN_ULT,N,5,0;MIN_DATA,D;MIN_DIAS,N,3,0;VINCULADO,N,14,4;APRESENTAC,C,2;BLOQ_PRECO,C,1;BLOQ_DESC,C,1;FRACAO,N,14,4;PESO,N,14,4;SUBGRUPO,C,15;REFERENCIA,C,55;VASILHAME,N,14,4;NP01_PORC,N,14,4;NP02_PORC,N,14,4;NP03_PORC,N,14,4;NP04_PORC,N,14,4;NP01_VALOR,N,14,4;NP02_VALOR,N,14,4;NP03_VALOR,N,14,4;NP04_VALOR,N,14,4;CONJ_ESTOQ,C,1;CONJ_CODIG,C,6;CONJ_QTD,N,14,4;ALIQ_ICMS,N,14,4;ALIQ_IPI,N,14,4;ALIQ_ISS,N,14,4;TIPO_PRODU,C,1;ICMS_SUBS,C,1;SIT_TRIBUT,C,3;CUSTO_BRUT,N,14,4;DESC01,N,14,4;DESC02,N,14,4;DESC03,N,14,4;DESC04,N,14,4;CUSTO_IPI,N,14,4;CUSTO_MEDI,N,14,4;CUSTO_FRET,N,14,4;ICMS_RED,C,1;C_FISCAL,C,14;ATU_CAIXA,C,1;ATU_PRECO,C,1
002731;MOLHO DE ALHO COM PIMENTA 150ML;AVULSO;25/05/2010;1,99;2,8;2,4;40,7;6;0;06/02/2016;00001;0;A;N;S;7896647412282;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;2,39;2,39;2,39;2,39;N;;0;0;0;0;;;;1,99;0;0;0;0;0;1,99;0;;;S;S
002732;MOLHO INGLES 500ML;PRODUTOS;25/05/2010;3,4;4,75;4,75;39,71;2;0;06/02/2016;00001;0;A;N;S;7896647414743;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;4,75;4,75;4,75;4,75;N;;0;0;0;0;;;;3,4;0;0;0;0;0;3,4;0;;;S;S
002733;OREGANO 30G;AVULSO;25/05/2010;3,3;4,65;4,65;40,91;10;0;04/05/2016;00001;0;A;N;S;7896647415023;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;2,79;2,79;2,79;2,79;N;;0;0;0;0;;;;3,3;0;0;0;0;0;3,3;0;;;S;S
002734;PASTA DE ALHO 250ML;AVULSO;25/05/2010;3,5;4,9;4,9;40;3;0;25/10/2012;00001;0;A;N;S;7896647415313;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;0;0;0;0;N;;0;0;0;0;;;;3,5;0;0;0;0;0;3,5;0;;;S;S
002735;TEMPERO COMPLETO MAIS SABOR 500 GRS;AVULSO;25/05/2010;2,5;3,5;3,5;40;4;0;21/12/2017;00001;0;A;N;S;7898648970211;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0,0002;0,0002;0,0002;0,0002;6,05;6,05;6,05;6,05;N;;0;0;0;0;;;;2,5;0;0;0;0;0;2,5;0;;;S;S
002736;AMOEBA;AVULSO;25/05/2010;5,59;7,9;7,4999;41,32;11;0;24/08/2018;00001;0;A;N;S;7897474200073;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0,0015;0,0015;0,0015;0,0015;7,5;7,5;7,5;7,5;N;;0;0;0;0;;;;5,59;0;0;0;0;0;5,59;0;;;S;S
002737;AZEITONA LA VIOLETERA C/ CAROCO;AVULSO;25/05/2010;1,39;4,35;1,7;212,9496;1;0;06/02/2016;00001;0;A;N;S;7891089100094;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;4,35;4,35;4,35;4,35;N;;0;0;0;0;;;;1,39;0;0;0;0;0;1,39;0;;;S;S
002738;BALAO BIG 1UNIDADE;AVULSO;25/05/2010;4;5,6;4,9;40;12;0;06/02/2016;00001;0;A;N;S;7898250770483;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;-0,0013;-0,0013;-0,0013;-0,0013;4,2;4,2;4,2;4,2;N;;0;0;0;0;;;;4;0;0;0;0;0;4;0;;;S;S
002739;BALOES LISOS 40 UNIDADES VERDE;AVULSO;25/05/2010;5,5;7,7;7;40;6;0;21/07/2017;00001;0;A;N;S;7896647415252;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;7;7;7;7;N;;0;0;0;0;;;;5,5;0;0;0;0;0;5,5;0;;;S;S
002740;BALOES LISOS AZUIS 40 UNIDADES;AVULSO;25/05/2010;4,99;7,7;5,6;54,3086;6;0;31/08/2018;00001;0;A;N;S;7896647415238;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;7,7;7,7;7,7;7,7;N;;0;0;0;0;;;;4,99;0;0;0;0;0;4,99;0;;;S;S
002741;BALOES LISOS AMARELOS 40 UNIDADES;AVULSO;25/05/2010;4,99;7,7;7;54,3086;4;0;31/08/2018;00001;0;A;N;S;7896647415269;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;7,7;7,7;7,7;7,7;N;;0;0;0;0;;;;4,99;0;0;0;0;0;4,99;0;;;S;S
002742;BALOES LISOS BRANCOS 40 UNIDADES;AVULSO;25/05/2010;5;7,7;7;54;1;0;31/08/2018;00001;0;A;N;S;7896647415283;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;7,7;7,7;7,7;7,7;N;;0;0;0;0;;;;5;0;0;0;0;0;5;0;;;S;S
002743;BALOES LISOS PRETOS 40 UNIDADES;AVULSO;25/05/2010;3,5;7;3,65;100;1;0;21/07/2017;00001;0;A;N;S;7896647415474;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;7;7;7;7;N;;0;0;0;0;;;;3,5;0;0;0;0;0;3,5;0;;;S;S
002744;BALOES LISOS ROSA 40 UNIDADES;AVULSO;25/05/2010;4;7;5,6;75;0;0;29/05/2018;00001;0;A;N;S;7896647415245;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;7;7;7;7;N;;0;0;0;0;;;;4;0;0;0;0;0;4;0;;;S;S
002745;BALOES LISOS SORTIDOS 40 UNIDADES;AVULSO;25/05/2010;5,5;7,7;7;40;9;0;21/07/2017;00001;0;A;N;S;7896647415221;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;7;7;7;7;N;;0;0;0;0;;;;5,5;0;0;0;0;0;5,5;0;;;S;S
002746;BALOES LISOS VERMELHOS 40 UNIDADES;AVULSO;25/05/2010;5;7,7;7;54;0;0;31/08/2018;00001;0;A;N;S;7896647415276;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;7,7;7,7;7,7;7,7;N;;0;0;0;0;;;;5;0;0;0;0;0;5;0;;;S;S
002747;BALOES PARABENS 8 UNIDADES;AVULSO;25/05/2010;1,39;1,95;1,95;40,29;0;0;10/10/2012;00001;0;A;N;S;7896647412930;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;0;0;0;0;N;;0;0;0;0;;;;1,39;0;0;0;0;0;1,39;0;;;S;S
002748;BALOES SALPICADOS 8 UNIDADES;AVULSO;25/05/2010;1,1;2,1;1,4;90,9091;2;0;10/10/2012;00001;0;A;N;S;7896647412947;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;2,1;2,1;2,1;2,1;N;;0;0;0;0;;;;1,1;0;0;0;0;0;1,1;0;;;S;S
002749;BANDEJA LAMINADA B4;AVULSO;25/05/2010;1,75;2,45;3,5;40;6;0;31/08/2018;00001;0;A;N;S;7893075003525;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0,0594;0,0594;0,0594;0,0594;2,8;2,8;2,8;2,8;N;;0;0;0;0;;;;1,75;0;0;0;0;0;1,75;0;;;S;S
002750;BANDEJA LAMINADA B5;AVULSO;25/05/2010;2,45;3,45;3,95;40,82;6;0;31/08/2018;00001;0;A;N;S;7893075003532;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0,001;0,001;0,001;0,001;3,95;3,95;3,95;3,95;N;;0;0;0;0;;;;2,45;0;0;0;0;0;2,45;0;;;S;S
002751;BANDEJA LAMINADA 6;AVULSO;25/05/2010;2,99;4,65;3,1;55,5184;0;0;29/05/2018;00001;0;A;N;S;7896647414910;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;4,65;4,65;4,65;4,65;N;;0;0;0;0;;;;2,99;0;0;0;0;0;2,99;0;;;S;S
002752;BANDEJA LAMINADA 7;AVULSO;25/05/2010;3,99;6,85;4,75;71,6792;0;0;29/05/2018;00001;0;A;N;S;7896641309724;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;6,85;6,85;6,85;6,85;N;;0;0;0;0;;;;3,99;0;0;0;0;0;3,99;0;;;S;S
002753;CANUDO FLEXIVEL;AVULSO;25/05/2010;1,8;2,5501;2,3;41,67;0;0;29/05/2018;00001;0;A;N;S;7896647414354;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;-0,0024;-0,0024;-0,0024;-0,0024;2,55;2,55;2,55;2,55;N;;0;0;0;0;;;;1,8;0;0;0;0;0;1,8;0;;;S;S
002754;CANUDO REFRIGERANTE;AVULSO;25/05/2010;0,9;1,25;1,25;38,89;0;0;29/05/2018;00001;0;A;N;S;7896647414347;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;-0,0008;-0,0008;-0,0008;-0,0008;1,25;1,25;1,25;1,25;N;;0;0;0;0;;;;0,9;0;0;0;0;0;0,9;0;;;S;S
002755;CANUDO VITAMINA;AVULSO;25/05/2010;0,69;1;1;44,93;0;0;02/05/2016;00001;0;A;N;S;7896647414361;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;-0,0017;-0,0017;-0,0017;-0,0017;1;1;1;1;N;;0;0;0;0;;;;0,69;0;0;0;0;0;0,69;0;;;S;S
002756;COLHER CRISTAL 10 UNIDADES;AVULSO;25/05/2010;1,2;1,7;1,7;41,67;7;0;02/05/2016;00001;0;A;N;S;7896647412961;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;1,39;1,39;1,39;1,39;N;;0;0;0;0;;;;1,2;0;0;0;0;0;1,2;0;;;S;S
002757;GARFO PLASTICO COM 10 UNIDADES;AVULSO;25/05/2010;1,2;1,7;3;41,67;6;0;06/02/2016;00001;0;A;N;S;7896647413050;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;3;3;3;3;N;;0;0;0;0;;;;1,2;0;0;0;0;0;1,2;0;;;S;S
002758;COLHER PLASTICA GRANDE (REFEICAO);AVULSO;25/05/2010;1,5;2,1;2,1;40;4;0;29/05/2018;00001;0;A;N;S;7896647412985;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;2,1;2,1;2,1;2,1;N;;0;0;0;0;;;;1,5;0;0;0;0;0;1,5;0;;;S;S
002759;CONVITE CINDERELA;AVULSO;25/05/2010;1,35;1,9;0;40,74;0;0;15/10/2012;00001;0;A;N;S;7896641307492;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;0;0;0;0;N;;0;0;0;0;;;;1,35;0;0;0;0;0;1,35;0;;;S;S
002760;CONVITE BRANCA DE NEVE;AVULSO;25/05/2010;1,35;2,4;0;77,7778;5;0;12/07/2011;00001;0;A;N;S;7896641307454;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;2,4;2,4;2,4;2,4;N;;0;0;0;0;;;;1,35;0;0;0;0;0;1,35;0;;;S;S
002761;CONVITE CHA DE BEBE FEMININO;AVULSO;25/05/2010;1,35;1,89;0;40;7;0;06/02/2016;00001;0;A;N;S;7896641309076;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;1,89;1,89;1,89;1,89;N;;0;0;0;0;;;;1,35;0;0;0;0;0;1,35;0;;;S;S
002762;CONVITE CHA DE BEBE MASCULINO;AVULSO;25/05/2010;1,35;1,9;0;40,74;5;0;15/10/2012;00001;0;A;N;S;7896641309090;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;0;0;0;0;N;;0;0;0;0;;;;1,35;0;0;0;0;0;1,35;0;;;S;S
002763;CONVITE CHA DE COZINHA BULE;AVULSO;25/05/2010;1,1;1,55;0;40,91;4;0;06/02/2016;00001;0;A;N;S;7896647413142;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;-0,0006;-0,0006;-0,0006;-0,0006;1,55;1,55;1,55;1,55;N;;0;0;0;0;;;;1,1;0;0;0;0;0;1,1;0;;;S;S
002764;CONVITE CIRCO;AVULSO;25/05/2010;1,35;2,4;0;77,7778;4;0;12/07/2011;00001;0;A;N;S;7896641302923;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;2,4;2,4;2,4;2,4;N;;0;0;0;0;;;;1,35;0;0;0;0;0;1,35;0;;;S;S
002765;CONVITE SPIDER;AVULSO;25/05/2010;1,35;2,4;0;77,7778;5;0;15/10/2012;00001;0;A;N;S;7896641301230;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;2,4;2,4;2,4;2,4;N;;0;0;0;0;;;;1,35;0;0;0;0;0;1,35;0;;;S;S
002766;CONVITE SWEET FRUIT;AVULSO;25/05/2010;1,35;2,35;0;74,0741;1;0;06/02/2016;00001;0;A;N;S;7896641301636;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;2,35;2,35;2,35;2,35;N;;0;0;0;0;;;;1,35;0;0;0;0;0;1,35;0;;;S;S
002767;CORDA DE VARAL DE ACO;AVULSO;25/05/2010;1,5;2,5;2,5;66,67;6;0;06/12/2017;00001;0;A;N;S;7898917522011;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;2,5;2,5;2,5;2,5;N;;0;0;0;0;;;;1,5;0;0;0;0;0;1,5;0;;;S;S
002768;ELASTICO LATEX;AVULSO;25/05/2010;1,8;2,55;2,55;41,67;14;0;06/02/2016;00001;0;A;N;S;7896647413289;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;2,55;2,55;2,55;2,55;N;;0;0;0;0;;;;1,8;0;0;0;0;0;1,8;0;;;S;S
002769;ESSENCIA DE BAUNILIA;AVULSO;25/05/2010;3,5;4,9;4,9;40;18;0;16/10/2012;00001;0;A;N;S;7897011500536;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;0;0;0;0;N;;0;0;0;0;;;;3,5;0;0;0;0;0;3,5;0;;;S;S
002770;FORMINHA DE PAPEL BRANCA 3;AVULSO;25/05/2010;1,1;1,55;1,2;41,18;0;0;16/10/2012;00001;0;A;N;S;7896647413012;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;0;0;0;0;N;;0;0;0;0;;;;1,1;0;0;0;0;0;1,1;0;;;S;S
002771;FORMINHA DE PAPEL 4 BRANCA;AVULSO;25/05/2010;1;1,39;1,35;39;0;0;12/07/2011;00001;0;A;N;S;7896647413029;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;1,35;1,35;1,35;1,35;N;;0;0;0;0;;;;1;0;0;0;0;0;0;0;;;S;S
002772;FORMINHA DE PAPEL 5;AVULSO;25/05/2010;1,6;2,25;2,1;40,62;-1;0;06/02/2016;00001;0;A;N;S;7896647413036;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;2,1;2,1;2,1;2,1;N;;0;0;0;0;;;;1,6;0;0;0;0;0;1,6;0;;;S;S
002773;FORMINHA DE PAPEL 6;AVULSO;25/05/2010;1,2;2,1;1,4;75;3;0;06/02/2016;00001;0;A;N;S;7896647413043;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;2,1;2,1;2,1;2,1;N;;0;0;0;0;;;;1,2;0;0;0;0;0;1,2;0;;;S;S
002774;FRANJA PLISSADA;AVULSO;25/05/2010;1,65;2,2999;2,3;39,39;0;0;06/02/2016;00001;0;A;N;S;7896647413005;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0,0028;0,0028;0,0028;0,0028;2,3;2,3;2,3;2,3;N;;0;0;0;0;;;;1,65;0;0;0;0;0;0;0;;;S;S
002775;GARFO PLASTICO REFEICAO;AVULSO;25/05/2010;1,3;1,85;1,85;42,31;1;0;06/02/2016;00001;0;A;N;S;7896647413067;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;1,85;1,85;1,85;1,85;N;;0;0;0;0;;;;1,3;0;0;0;0;0;1,3;0;;;S;S
002776;GELADINHO CREMOSO;AVULSO;25/05/2010;1,5;2,1;1,95;40;18;0;06/02/2016;00001;0;A;N;S;7896647415375;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;1,69;1,69;1,69;1,69;N;;0;0;0;0;;;;1,5;0;0;0;0;0;1,44;0;;;S;S
002777;LINGUICA CANASTRA FRANGO;AVULSO;25/05/2010;13;17;15,9996;30,77;2;0;11/10/2018;00001;0;A;N;S;700083262936;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0,0025;0,0025;0,0025;0,0025;16;16;16;16;N;;0;0;0;0;;;;13;0;0;0;0;0;12,3333;0;;;S;S
002778;MASCARA TRATAMENTO SALON LINE;AVULSO;25/05/2010;10,5;14,9;1,7;41,9;1;0;11/09/2018;00001;0;A;N;S;7898623953611;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;-0,0024;-0,0024;-0,0024;-0,0024;1,7;1,7;1,7;1,7;N;;0;0;0;0;;;;10,5;0;0;0;0;0;10,5;0;;;S;S
002779;SAND HAV MAX 41/42 PRETO;AVULSO;25/05/2010;13,62;20;20;46,84;0;0;23/01/2018;00001;0;A;N;S;7893249665948;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;13;13;13;13;N;;0;0;0;0;;;;13,62;0;0;0;0;0;13,62;0;;;S;S
002780;MINI ZOOLOGICO;AVULSO;25/05/2010;1,39;1,95;1,95;40,29;0;0;04/05/2016;00001;0;A;N;S;7896647413852;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;-0,0016;-0,0016;-0,0016;-0,0016;1,95;1,95;1,95;1,95;N;;0;0;0;0;;;;1,39;0;0;0;0;0;1,39;0;;;S;S
002781;MINI FROTA;AVULSO;25/05/2010;17;24;2,2499;41,18;0;0;30/08/2017;00001;0;A;N;S;7898096085390;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0,0036;0,0036;0,0036;0,0036;2,25;2,25;2,25;2,25;N;;0;0;0;0;;;;17;0;0;0;0;0;17;0;;;S;S
002782;PAPEL DE BALA VARIADO;AVULSO;25/05/2010;1,2;1,7;1,7;41,41;32;0;06/02/2016;00001;0;A;N;S;7896647414538;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;1,39;1,39;1,39;1,39;N;;0;0;0;0;;;;1,2;0;0;0;0;0;1,2;0;;;S;S
002783;PAPEL ALUMINIO 4 METROS;AVULSO;25/05/2010;1,49;2,15;1,6;44,3;23;0;27/01/2018;00001;0;A;N;S;7897292600284;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;-0,0008;-0,0008;-0,0008;-0,0008;1,25;1,25;1,25;1,25;N;;0;0;0;0;;;;1,49;0;0;0;0;0;1,49;0;;;S;S
002784;SACO P PIPOCA;AVULSO;25/05/2010;1,6;2,45;0;53,125;0;0;06/02/2016;00001;0;A;N;S;7896647414699;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;2,45;2,45;2,45;2,45;N;;0;0;0;0;;;;1,6;0;0;0;0;0;1,6;0;;;S;S
002785;PRATO PLASTICO REFEICAO;AVULSO;25/05/2010;2,99;4,2;4,2;40,47;14;0;25/07/2017;00001;0;A;N;S;7897816220073;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;3,95;3,95;3,95;3,95;N;;0;0;0;0;;;;2,99;0;0;0;0;0;2,99;0;;;S;S
002786;PRATO PLASTICO 10 UNIDADES;AVULSO;25/05/2010;1,59;2,25;2,25;41,51;1;0;06/02/2016;00001;0;A;N;S;7897816220011;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;1,85;1,85;1,85;1,85;N;;0;0;0;0;;;;1,59;0;0;0;0;0;1,59;0;;;S;S
002787;SACOLA BRANCA DE NEVE;AVULSO;25/05/2010;1,6;2,25;0;40,625;6;0;06/02/2016;00001;0;A;N;S;7896641307096;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;3,25;3,25;3,25;3,25;N;;0;0;0;0;;;;1,6;0;0;0;0;0;1,6;0;;;S;S
002788;SACOLA CIRCO;AVULSO;25/05/2010;1,6;3,25;0;103,125;3;0;06/02/2016;00001;0;A;N;S;7896641301193;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;3,25;3,25;3,25;3,25;N;;0;0;0;0;;;;1,6;0;0;0;0;0;1,6;0;;;S;S
002789;SAQUINHO GELADINHO;AVULSO;25/05/2010;1,5;2,1;2,1;40;9;0;06/02/2016;00001;0;A;N;S;7896647412800;;*;;0;0;0;0;N;N;S;1;.;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;1,69;1,69;1,69;1,69;N;;0;0;0;0;;;;1,5;0;0;0;0;0;1,5;0;;;S;S
002790;SACOLA CINDERELA;AVULSO;25/05/2010;1,6;3,25;0;103,125;1;0;06/02/2016;00001;0;A;N;S;7896641307560;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;3,25;3,25;3,25;3,25;N;;0;0;0;0;;;;1,6;0;0;0;0;0;1,6;0;;;S;S
002791;SAL DE FRUTA (LARANJA);AVULSO;25/05/2010;1,4;2,3;3,25;64,29;18;0;23/07/2018;00001;0;A;N;S;7896015511166;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;3,25;3,25;3,25;3,25;N;;0;0;0;0;;;;1,4;0;0;0;0;0;1,4;0;;;S;S
002792;SACOLA SWERR FRUIT;AVULSO;25/05/2010;1,6;3,25;0;103,125;5;0;06/02/2016;00001;0;A;N;S;7896641301728;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;3,25;3,25;3,25;3,25;N;;0;0;0;0;;;;1,6;0;0;0;0;0;1,6;0;;;S;S
002793;VELAS BIG AZUL/ROSA/INTERROGACAO;AVULSO;25/05/2010;3;3,95;3,9501;31,67;182;0;31/08/2018;00001;0;A;N;S;7896647415481;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;-0,0025;-0,0025;-0,0025;-0,0025;3,95;3,95;3,95;3,95;N;;0;0;0;0;;;;3;0;0;0;0;0;3;0;;;S;S
002794;VELAS ESTRELAR;AVULSO;25/05/2010;2,2;3,1;3,1;40,91;1;0;06/02/2016;00001;0;A;N;S;7898321280194;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;2,65;2,65;2,65;2,65;N;;0;0;0;0;;;;2,2;0;0;0;0;0;2,2;0;;;S;S
002795;SALSA DESIDRATADA;AVULSO;25/05/2010;0,8;1,15;1,15;43,75;6;0;28/04/2016;00001;0;A;N;S;7896647412886;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;-0,002;-0,002;-0,002;-0,002;1;1;1;1;N;;0;0;0;0;;;;0,8;0;0;0;0;0;0,8;0;;;S;S
002796;VELAS ANIVERSARIO BRANCA;AVULSO;25/05/2010;1,6;2,25;2,25;40,62;75;0;06/02/2016;00001;0;A;N;S;7896647414460;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;1,25;1,25;1,25;1,25;N;;0;0;0;0;;;;1,6;0;0;0;0;0;1,6;0;;;S;S
002797;DESINTUPIDOR DE PIA;AVULSO;26/05/2010;1,9;3;2,5;57,89;11;0;05/12/2016;00001;0;A;N;S;7897617800252;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;2,5;2,5;2,5;2,5;N;;0;0;0;0;;;;1,9;0;0;0;0;0;1,9;0;;;S;S
002798;VASSOURA V9 IDEAL;AVULSO;26/05/2010;3,48;4,7499;4,5;36,49;0;0;29/10/2012;00001;0;A;N;S;7897617800139;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0,0031;0,0031;0,0031;0,0031;4,75;4,75;4,75;4,75;N;;0;0;0;0;;;;3,48;0;0;0;0;0;3,48;0;;;S;S
002799;MAC NISSIN MIOJO BACON;MASSAS;27/05/2010;1,07;1,45;1,45;35,92;18;0;04/05/2016;00001;0;A;N;S;7891079000250;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0,0022;0,0022;0,0022;0,0022;1,3;1,3;1,3;1,3;N;;0;0;0;0;;;;1,07;0;0;0;0;0;1,07;0;;;S;S
